Availability;DataSheetUrl;Description;FactoryStock;ImagePath;Category;LeadTime;LifecycleStatus;Manufacturer;ManufacturerPartNumber;Min;Mult;MouserPartNumber;AlternatePackagings;ProductDetailUrl;Reeling;ROHSStatus;SuggestedReplacement;MultiSimBlue;AvailabilityInStock
25 In Stock;https://www.mouser.com/datasheet/2/18/1/Amphenol_09142020_MDPFTV6-1900687.pdf;HDMI, Displayport & DVI Connectors Mini Display Port TV 38999 Plug B;0;https://www.mouser.com/images/amphenol/images/MDPFTV_series_SPL.jpg;HDMI, Displayport & DVI Connectors;112 Days;None;Amphenol Socapex;MDPFTV6BG;1;1;523-MDPFTV6BG;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/MDPFTV6BG?qs=vmHwEFxEFR8TgY1qRNu32A%3D%3D;False;No;;0;25
10 In Stock;https://www.mouser.com/datasheet/2/18/1/brochure_mdp_ftv-2891790.pdf;HDMI, Displayport & DVI Connectors MDPFTV REDUCED FLANGE JAM NUT RECEPTACLE CAP OLIVE DRAB CADMIUM PLATING;0;https://www.mouser.com/images/amphenol/images/MDPFTV_series_SPL.jpg;HDMI, Displayport & DVI Connectors;128 Days;New Product;Amphenol Socapex;MDPFTVC7GF057;1;1;523-MDPFTVC7GF057;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/MDPFTVC7GF057?qs=t7xnP681wgXBoe3W5QE7Jg%3D%3D;False;No;;0;10
10 In Stock;https://www.mouser.com/datasheet/2/18/1/brochure_mdp_ftv-2891790.pdf;HDMI, Displayport & DVI Connectors MDPFTV PLUG CAP OLIVE DRAB CADMIUM PLATING;0;https://www.mouser.com/images/amphenol/images/MDPFTV_series_SPL.jpg;HDMI, Displayport & DVI Connectors;125 Days;New Product;Amphenol Socapex;MDPFTVC6G;1;1;523-MDPFTVC6G;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/MDPFTVC6G?qs=t7xnP681wgXXYQtRm5Homg%3D%3D;False;No;;0;10
24 In Stock;https://www.mouser.com/datasheet/2/18/1/Amphenol_09142020_MDPFTV7-1900682.pdf;HDMI, Displayport & DVI Connectors Mini Display Port TV 38999 Red. Flang B;0;https://www.mouser.com/images/amphenol/images/MDPFTV_series_SPL.jpg;HDMI, Displayport & DVI Connectors;112 Days;None;Amphenol Socapex;MDPFTV7BPEGF312;1;1;523-MDPFTV7BPEGF312;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/MDPFTV7BPEGF312?qs=vmHwEFxEFR9rjWUg2VEcHQ%3D%3D;False;No;;0;24
25 In Stock;;HDMI, Displayport & DVI Connectors PANEL LATCH 19PIN F CONN F PIN;0;None;HDMI, Displayport & DVI Connectors;72 Days;None;Amphenol LTW;HJ-19PFFR-QS7001;1;1;523-HJ-19PFFR-QS7001;None;https://eu.mouser.com/ProductDetail/Amphenol-LTW/HJ-19PFFR-QS7001?qs=h6RIvS%252BzmlfYdeI4x5%2FFOQ%3D%3D;False;;;0;25
2643 In Stock;;HDMI, Displayport & DVI Connectors Type D HDMI SMT Sngl Row Cnt Design;0;https://www.mouser.com/images/yamaichielectronics/images/pks019-401_-0.jpg;HDMI, Displayport & DVI Connectors;406 Days;None;Yamaichi Electronics;PKS019-4011-0;1;1;945-PKS019-4011-0;None;https://eu.mouser.com/ProductDetail/Yamaichi-Electronics/PKS019-4011-0?qs=6DDkx98%252BHnB4M72oyP%252BmZw%3D%3D;True;;;0;2643
100 In Stock;https://www.mouser.com/datasheet/2/1152/rego_14968924422hyp0z-2937018.pdf;HDMI, Displayport & DVI Connectors DisplayPort +HDMI 2 in 1 Connector;0;https://www.mouser.com/images/regoelectronics/images/845-002-217CRL_SPL.jpg;HDMI, Displayport & DVI Connectors;28 Days;New Product;Rego Electronics;845-002-217CRL;1;1;380-845-002-217CRL;None;https://eu.mouser.com/ProductDetail/Rego-Electronics/845-002-217CRL?qs=Znm5pLBrcAJJY6Wkw0u8yA%3D%3D;False;RoHS Compliant;;0;100
2208 In Stock;https://www.mouser.com/datasheet/2/222/KDMI42X-471899.pdf;HDMI, Displayport & DVI Connectors Dual stack w/ shield uneven peg w/ sprin;0;https://www.mouser.com/images/kycon/images/KDMI42X.jpg;HDMI, Displayport & DVI Connectors;154 Days;None;Kycon;KDMI42X-FS2-WS-B15;1;1;806-KDMI42XFS2WSB15;None;https://eu.mouser.com/ProductDetail/Kycon/KDMI42X-FS2-WS-B15?qs=QKF3unAkNR%2FcC16Ig2TMlA%3D%3D;False;RoHS Compliant By Exemption;;0;2208
555 In Stock;https://www.mouser.com/datasheet/2/222/Kycon_01072021_KDMIX_NS2_NS_B15TR_2_1-1951907.pdf;HDMI, Displayport & DVI Connectors HDMI 2.1 HI-TEMP SMT NO FLANGE 15u GOLD;0;https://www.mouser.com/images/kycon/images/KDMIXNS2NSB15TR21_dk_SPL.jpg;HDMI, Displayport & DVI Connectors;154 Days;None;Kycon;KDMIX-NS2-NS-B15TR-2.1;1;1;806-KDMIXNS2NSB152.1;None;https://eu.mouser.com/ProductDetail/Kycon/KDMIX-NS2-NS-B15TR-2.1?qs=W%2FMpXkg%252BdQ76mmBxGGhRVg%3D%3D;True;RoHS Compliant;;0;555
25 In Stock;https://www.mouser.com/datasheet/2/18/1/Amphenol_09142020_MDPFTV7-1900682.pdf;HDMI, Displayport & DVI Connectors Mini Display Port TV 38999 Red. Flang B;0;https://www.mouser.com/images/amphenol/images/MDPFTV_series_SPL.jpg;HDMI, Displayport & DVI Connectors;112 Days;None;Amphenol Socapex;MDPFTV7BGF312;1;1;523-MDPFTV7BGF312;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/MDPFTV7BGF312?qs=vmHwEFxEFR9DhdIPd2dgvQ%3D%3D;False;No;;0;25
743 In Stock;https://www.mouser.com/datasheet/2/222/KDMIX-SL1-365490.pdf;HDMI, Displayport & DVI Connectors UPRIGHT HDMI SLIM W/O FLANGE BLK 15u;0;https://www.mouser.com/images/kycon/images/KDMIX-SL1-NS-WS-B15.jpg;HDMI, Displayport & DVI Connectors;154 Days;None;Kycon;KDMIX-SL1-NS-WS-B15;1;1;806-KDMIX-SL1NSWSB15;None;https://eu.mouser.com/ProductDetail/Kycon/KDMIX-SL1-NS-WS-B15?qs=NVftvxkm2tgS30MDRwJemg%3D%3D;False;RoHS Compliant;;0;743
74 In Stock;https://www.mouser.com/datasheet/2/1152/RegoElectronics_915DPHD_172201AN0_Datasheet-3052809.pdf;HDMI, Displayport & DVI Connectors DisplayPort + HDMI Type A Combo Connector;0;https://www.mouser.com/images/regoelectronics/images/915DPHD-172201AN0_SPL.jpg;HDMI, Displayport & DVI Connectors;41 Days;New Product;Rego Electronics;915DPHD-1752A1AD0;1;1;380-915DPHD172201AN0;None;https://eu.mouser.com/ProductDetail/Rego-Electronics/915DPHD-1752A1AD0?qs=Znm5pLBrcAIwot9DetRurg%3D%3D;False;RoHS Compliant;;0;74
1334 In Stock;https://www.mouser.com/datasheet/2/206/SJ120821-1880649.pdf;HDMI, Displayport & DVI Connectors HDMI 2.1 receptacle 48Gbps bandwidth;0;https://www.mouser.com/images/jaeelectronics/images/DC04S019JA1_SPL.JPG;HDMI, Displayport & DVI Connectors;224 Days;None;JAE Electronics;DC04S019JA1R600;1;1;656-DC04S019JA1R600;None;https://eu.mouser.com/ProductDetail/JAE-Electronics/DC04S019JA1R600?qs=%252B6g0mu59x7KaEYbKobUKSA%3D%3D;True;RoHS Compliant;;0;1334
1909 In Stock;https://www.mouser.com/datasheet/2/206/B_0186_2E_DC2-784450.pdf;HDMI, Displayport & DVI Connectors HDMI standard Type C HDMI Mini con 1700=;0;https://www.mouser.com/images/jaeelectronics/images/DC2R019JA7_SPL.JPG;HDMI, Displayport & DVI Connectors;80 Days;None;JAE Electronics;DC2R019JA7R1700;1;1;656-DC2R019JA7R1700;None;https://eu.mouser.com/ProductDetail/JAE-Electronics/DC2R019JA7R1700?qs=7KG7LgC%252Biu6I2P%252BDtb2VxQ%3D%3D;True;RoHS Compliant;;0;1909
19 In Stock;https://www.mouser.com/datasheet/2/1152/RegoElectronics_915DP20S_1783G12N0_Datasheet-3052790.pdf;HDMI, Displayport & DVI Connectors DisplayPort High-Rise type (Upper Deck);0;https://www.mouser.com/images/regoelectronics/images/915DP20S-1783G12N0_SPL.jpg;HDMI, Displayport & DVI Connectors;75 Days;New Product;Rego Electronics;915DP20S-1783G12N0;1;1;380-915DP201783G12N0;None;https://eu.mouser.com/ProductDetail/Rego-Electronics/915DP20S-1783G12N0?qs=Znm5pLBrcAIhya6vZxgImQ%3D%3D;False;RoHS Compliant;;0;19
1352 In Stock;;HDMI, Displayport & DVI Connectors Display Port Rcpt SMT, R/A, Ni;0;https://www.mouser.com/images/jaeelectronics/images/landingpagejaedisplayprtdp1.jpg;HDMI, Displayport & DVI Connectors;126 Days;None;JAE Electronics;DP1RD20JQ1R400;1;1;656-DP1RD20JQ1R400;[{'APMfrPN': 'DP1RD20JQ1'}];https://eu.mouser.com/ProductDetail/JAE-Electronics/DP1RD20JQ1R400?qs=f%2FrHnGPwnA7Tkb8flanhLw%3D%3D;True;RoHS Compliant;;0;1352
500 In Stock;https://www.mouser.com/datasheet/2/222/Kycon_01072021_KDMIX_FS2_WS_B15TR_2_1-1951905.pdf;HDMI, Displayport & DVI Connectors HDMI 2.1 HI-TEMP SMT TOP FLANGE 15u GOLD;0;https://www.mouser.com/images/kycon/images/KDMIXFS2WSB15TR21_dk_SPL.jpg;HDMI, Displayport & DVI Connectors;154 Days;None;Kycon;KDMIX-FS2-WS-B15TR-2.1;1;1;806-KDMIXFS2WSB152.1;None;https://eu.mouser.com/ProductDetail/Kycon/KDMIX-FS2-WS-B15TR-2.1?qs=W%2FMpXkg%252BdQ7BKyKTOOqkWA%3D%3D;True;RoHS Compliant;;0;500
218 In Stock;https://www.mouser.com/datasheet/2/418/7/ENG_CD_1746679_B1-2018398.pdf;HDMI, Displayport & DVI Connectors Rcpt Rt Angle T/H HDMI;0;https://www.mouser.com/images/tycoelectronics/images/1746679-1_SPL.jpg;HDMI, Displayport & DVI Connectors;105 Days;None;TE Connectivity;1746679-1;1;1;571-1746679-1;None;https://eu.mouser.com/ProductDetail/TE-Connectivity/1746679-1?qs=Lv5%252BaqTFJEOkd4SOgKzZEA%3D%3D;False;RoHS Compliant;;0;218
700 In Stock;https://www.mouser.com/datasheet/2/393/RAHHD19SFTR_CD-2942968.pdf;HDMI, Displayport & DVI Connectors HDMI Type A Rcpt Horiz SMT w/Flange;0;https://www.mouser.com/images/switchcraft/images/RAHHD19SFTR_DSL.jpg;HDMI, Displayport & DVI Connectors;182 Days;None;Switchcraft;RAHHD19SFTR;1;1;502-RAHHD19SFTR;None;https://eu.mouser.com/ProductDetail/Switchcraft/RAHHD19SFTR?qs=eP2BKZSCXI5zkGREQUW%252B7Q%3D%3D;True;RoHS Compliant;;0;700
1341 In Stock;https://www.mouser.com/datasheet/2/393/RAHHD19TR_CD-2942969.pdf;HDMI, Displayport & DVI Connectors HDMI Type A Rcpt Horizontal SMT;0;https://www.mouser.com/images/switchcraft/images/RAHHD19TR_DSL.JPG;HDMI, Displayport & DVI Connectors;119 Days;None;Switchcraft;RAHHD19TR;1;1;502-RAHHD19TR;None;https://eu.mouser.com/ProductDetail/Switchcraft/RAHHD19TR?qs=eP2BKZSCXI4eVw73CI8QnQ%3D%3D;True;RoHS Compliant;;0;1341
1344 In Stock;;HDMI, Displayport & DVI Connectors Connector HDMI 2.1 Recept Screw Flange;0;https://www.mouser.com/images/jaeelectronics/images/DC04S019JAAR200_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;JAE Electronics;DC04S019JAAR200;1;1;656-DC04S019JAAR200;None;https://eu.mouser.com/ProductDetail/JAE-Electronics/DC04S019JAAR200?qs=zW32dvEIR3sHjAU3FvPNsg%3D%3D;True;RoHS Compliant;;0;1344
1653 In Stock;https://www.mouser.com/datasheet/2/206/JAEIS04170_1-2550648.pdf;HDMI, Displayport & DVI Connectors HDMI Standard Type D HDMImicro con 1700=;0;https://www.mouser.com/images/jaeelectronics/images/DC3_J_DSL.jpg;HDMI, Displayport & DVI Connectors;86 Days;None;JAE Electronics;DC3RX19JA3R1700;1;1;656-DC3RX19JA3R1700;None;https://eu.mouser.com/ProductDetail/JAE-Electronics/DC3RX19JA3R1700?qs=7KG7LgC%252Biu621oxfL75G9A%3D%3D;True;RoHS Compliant;;0;1653
1072 In Stock;https://www.mouser.com/datasheet/2/206/JAEIS04170_1-2550648.pdf;HDMI, Displayport & DVI Connectors HDMI TypeD Micro Con 19Pos. 2-Row Recept;0;https://www.mouser.com/images/jaeelectronics/images/DC3RX19JA2R1700_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;JAE Electronics;DC3RX19JA2R1700;1;1;656-DC3RX19JA2R1700;None;https://eu.mouser.com/ProductDetail/JAE-Electronics/DC3RX19JA2R1700?qs=7KG7LgC%252Biu4y2vuQAeNK0w%3D%3D;True;RoHS Compliant;;0;1072
None;https://www.mouser.com/datasheet/2/393/npb_c714_hdmi_weathertight_connectors-318762.pdf;HDMI, Displayport & DVI Connectors HDMI PNL PCB SLDR HLS TWST LCK;0;https://www.mouser.com/images/switchcraft/images/DCP-HD19B-HD_SPL.JPG;HDMI, Displayport & DVI Connectors;168 Days;New Product;Conxall / Switchcraft;DCP-HD19B-SC;1;1;502-DCP-HD19B-SC;None;https://eu.mouser.com/ProductDetail/Conxall-Switchcraft/DCP-HD19B-SC?qs=doiCPypUmgF8RLOZwHsBjg%3D%3D;False;RoHS Compliant;;0;0
359 In Stock;;HDMI, Displayport & DVI Connectors Type D HDMI T/H Mnt Sngl Row Cnt Design;0;https://www.mouser.com/images/yamaichielectronics/images/pks019-401_-0.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Yamaichi Electronics;PKS019-4000-0;1;1;945-PKS019-4000-0;None;https://eu.mouser.com/ProductDetail/Yamaichi-Electronics/PKS019-4000-0?qs=6DDkx98%252BHnBpYdFXFXwCMA%3D%3D;True;RoHS Compliant;;0;359
4 In Stock;https://www.mouser.com/datasheet/2/171/233_368-3132429.pdf;HDMI, Displayport & DVI Connectors plug HDMI;0;https://www.mouser.com/images/glenair/images/ITP_631-233-368NFG6-17NH_t.jpg;HDMI, Displayport & DVI Connectors;0 Days;Factory Special Order;Glenair;233-368NFG6-17NH;1;1;631-233-368NFG6-17NH;None;https://eu.mouser.com/ProductDetail/Glenair/233-368NFG6-17NH?qs=ahcBuItHZ3y9DR5eepxFVw%3D%3D;False;No;;0;4
1 In Stock;https://www.mouser.com/datasheet/2/171/glen_s_a0010162437_1-2268437.pdf;HDMI, Displayport & DVI Connectors recept HDMI;0;https://www.mouser.com/images/glenair/images/ITP_631-233-360NF00-17NH_t.jpg;HDMI, Displayport & DVI Connectors;0 Days;Factory Special Order;Glenair;233-360NF00-17NH;1;1;631-233-360NF00-17NH;None;https://eu.mouser.com/ProductDetail/Glenair/233-360NF00-17NH?qs=ahcBuItHZ3yceRK9JM6izQ%3D%3D;False;No;;0;1
1363 In Stock;https://www.mouser.com/datasheet/2/206/JAEI_S_A0002238193_1-2550694.pdf;HDMI, Displayport & DVI Connectors Connector HDMI RCPT 19 Pos RA;0;https://www.mouser.com/images/jaeelectronics/images/DC1_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;JAE Electronics;DC1RS19JAX;1;1;656-DC1RS19JAX;None;https://eu.mouser.com/ProductDetail/JAE-Electronics/DC1RS19JAX?qs=7KG7LgC%252Biu67oHMBZDYg1w%3D%3D;False;RoHS Compliant;;0;1363
460 In Stock;https://www.mouser.com/datasheet/2/206/MB_0121_3E_DC1-1917810.pdf;HDMI, Displayport & DVI Connectors Connector HDMI A 19 Pos RA;0;https://www.mouser.com/images/jaeelectronics/images/DC1_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;JAE Electronics;DC1RS19JA7R550;1;1;656-DC1RS19JA7R550;None;https://eu.mouser.com/ProductDetail/JAE-Electronics/DC1RS19JA7R550?qs=7KG7LgC%252Biu74yuf5MRMMlg%3D%3D;True;RoHS Compliant;;0;460
18 In Stock;https://www.mouser.com/datasheet/2/393/EHMDP2-2943184.pdf;HDMI, Displayport & DVI Connectors Mini Displayport Feedthru;0;https://www.mouser.com/images/switchcraft/images/EHMDP2_DSL.JPG;HDMI, Displayport & DVI Connectors;189 Days;None;Switchcraft;EHMDP2;1;1;502-EHMDP2;None;https://eu.mouser.com/ProductDetail/Switchcraft/EHMDP2?qs=u4lROS522ZX73JW%252BTeuNOg%3D%3D;False;RoHS Compliant;;0;18
783 In Stock;https://www.mouser.com/datasheet/2/393/d24295_wa_cd-774860.pdf;HDMI, Displayport & DVI Connectors Data-Con-X IP68 Cap w/ Washer Large;0;https://www.mouser.com/images/switchcraft/images/D24295_WA_DSL.jpg;HDMI, Displayport & DVI Connectors;290 Days;None;Conxall / Switchcraft;D24295-WA;1;1;502-D24295-WA;None;https://eu.mouser.com/ProductDetail/Conxall-Switchcraft/D24295-WA?qs=ypC9WYupOlXRRJYhpgCsHw%3D%3D;False;RoHS Compliant;;0;783
84 In Stock;https://www.mouser.com/datasheet/2/123/3/English_690_Ordering_Guide-2301696.pdf;HDMI, Displayport & DVI Connectors WTRPF TYPE A 180 Deg (F) w/o Hardware;0;https://www.mouser.com/images/edac/images/690-W19-260-012_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;EDAC;690-W19-260-012;1;1;587-690-W19-260-012;None;https://eu.mouser.com/ProductDetail/EDAC/690-W19-260-012?qs=91qoyrdyv1%2FUTe7isqIkNg%3D%3D;False;RoHS Compliant;;0;84
34 In Stock;https://www.mouser.com/datasheet/2/123/3/English_690_Ordering_Guide-2301696.pdf;HDMI, Displayport & DVI Connectors Waterproof HDMI BLK TYPE A 180 Deg;0;https://www.mouser.com/images/edac/images/690-W19-260-011_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;EDAC;690-W19-260-011;1;1;587-690-W19-260-011;None;https://eu.mouser.com/ProductDetail/EDAC/690-W19-260-011?qs=91qoyrdyv1%2Fy2Hryy71Rxg%3D%3D;False;RoHS Compliant;;0;34
1 In Stock;;HDMI, Displayport & DVI Connectors Tripp Lite DisplayPort to HDMI Over Cat6 Extender Kit w KVM Support 4Ka.60Hz;0;https://www.mouser.com/images/tripplite/images/b127a-1a1-bdbh_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;New Product;Tripp Lite;B127A-1A1-BDBH;1;1;545-B127A-1A1-BDBH;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/B127A-1A1-BDBH?qs=pBJMDPsKWf3Hgf37qwg8Rw%3D%3D;False;;;0;1
8 In Stock;https://www.mouser.com/datasheet/2/411/P13606NHVV2-1090792.pdf;HDMI, Displayport & DVI Connectors Tripp Lite DisplayPort to HDMI VGA Adapter Converter 4K DP to HDMI VGA 6";0;https://www.mouser.com/images/tripplite/images/p136-06n-hv-v2_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P136-06N-HV-V2;1;1;545-P136-06N-HV-V2;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P136-06N-HV-V2?qs=Y3VK4YDeAq9uC4oUbAx%2FOA%3D%3D;False;RoHS Compliant;;0;8
2 In Stock;https://www.mouser.com/datasheet/2/411/P12008N-606863.pdf;HDMI, Displayport & DVI Connectors Tripp Lite DVI to VGA Cable Adapter DVI-I Dual Link M to HD15 F M/F 8in 8";0;https://www.mouser.com/images/tripplite/images/P12008N-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P120-08N;1;1;545-P120-08N;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P120-08N?qs=iC14BvcgY%2F1eKeXbspr%252BnA%3D%3D;False;RoHS Compliant;;0;2
3 In Stock;https://www.mouser.com/datasheet/2/411/P116000HDSC1-1090739.pdf;HDMI, Displayport & DVI Connectors Tripp Lite VGA to HDMI Adapter Converter w Scaler and Audio / White;0;https://www.mouser.com/images/tripplite/images/p116-000-hdsc1_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P116-000-HDSC1;1;1;545-P116-000-HDSC1;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P116-000-HDSC1?qs=gsQj%2FRNRGSYwtDjjAs9bOA%3D%3D;False;RoHS Compliant;;0;3
20 In Stock;https://www.mouser.com/datasheet/2/411/P13706NHDV-607159.pdf;HDMI, Displayport & DVI Connectors Tripp Lite Mini Displayport to VGA DVI HDMI Adapter 6in 6";0;https://www.mouser.com/images/tripplite/images/P13706NHDV-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P137-06N-HDV;1;1;545-P137-06N-HDV;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P137-06N-HDV?qs=yQScnJJ3KDsSjeuT0iNa9g%3D%3D;False;RoHS Compliant;;0;20
8 In Stock;https://www.mouser.com/datasheet/2/411/P13606NHDV4K-915668.pdf;HDMI, Displayport & DVI Connectors DisplayPort 1.2toVGA DVI/HDMI Conv Adptr;0;https://www.mouser.com/images/tripplite/images/p136-06n-hdv-4k_spl.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P136-06N-HDV-4K;1;1;545-P136-06N-HDV-4K;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P136-06N-HDV-4K?qs=FJfwjVKGDw5155ibEnV3hQ%3D%3D;False;RoHS Compliant;;0;8
3 In Stock;https://www.mouser.com/datasheet/2/411/P13008N-606866.pdf;HDMI, Displayport & DVI Connectors Tripp Lite HDMI to DVI Adapter Converter Cable, HDMI to DVI-D F/M 8in 8";0;https://www.mouser.com/images/tripplite/images/P13008N-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P130-08N;1;1;545-P130-08N;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P130-08N?qs=yQScnJJ3KDsC%252BJcNxovITw%3D%3D;False;RoHS Compliant;;0;3
16 In Stock;https://www.mouser.com/datasheet/2/411/P162000-585432.pdf;HDMI, Displayport & DVI Connectors Tripp Lite DVI Coupler Gender Changer Adapter Connector Extender DVI-I F/F;0;https://www.mouser.com/images/tripplite/images/P162-000-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P162-000;1;1;545-P162-000;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P162-000?qs=ZDyrRr7H7mmjRLSxP2jfBQ%3D%3D;False;RoHS Compliant;;0;16
5 In Stock;https://www.mouser.com/datasheet/2/411/P134003-607158.pdf;HDMI, Displayport & DVI Connectors Tripp Lite DisplayPort to DVI Adapter Video Converter DP to DVI-I M/F 3ft;0;https://www.mouser.com/images/tripplite/images/P134003-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;28 Days;None;Tripp Lite;P134-003;1;1;545-P134-003;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P134-003?qs=yQScnJJ3KDs2AZ51DWw8fg%3D%3D;False;RoHS Compliant;;0;5
11 In Stock;https://www.mouser.com/datasheet/2/411/P136000-584839.pdf;HDMI, Displayport & DVI Connectors Tripp Lite DisplayPort to HDMI Adapter Converter 1080p M/F DP to HDMI 6in;0;https://www.mouser.com/images/tripplite/images/P1360001-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P136-000;1;1;545-P136-000;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P136-000?qs=JCJ7rcGQyk%252By8GDddV9xbA%3D%3D;False;RoHS Compliant;;0;11
5 In Stock;https://www.mouser.com/datasheet/2/411/p131000adisp-1664546.pdf;HDMI, Displayport & DVI Connectors Tripp Lite HDMI to VGA Active Adapter Converter w Audio F/M 1080p a. 60Hz;0;https://www.mouser.com/images/tripplite/images/P131-000-A-DISP_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P131-000-A-DISP;1;1;545-P131-000-A-DISP;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P131-000-A-DISP?qs=rkhjVJ6%2F3EL0lnymnR9LVQ%3D%3D;False;;;0;5
21 On Order;https://www.mouser.com/datasheet/2/18/1/DDD-25PFFS-SL8001-965136.pdf;HDMI, Displayport & DVI Connectors Female DVI Connector;0;https://www.mouser.com/images/amphenol/images/DDD-25PFFS-SL8001_SPL.jpg;HDMI, Displayport & DVI Connectors;56 Days;None;Amphenol LTW;DDD-25PFFS-SL8001;1;1;523-DDD25PFFSSL8001;None;https://eu.mouser.com/ProductDetail/Amphenol-LTW/DDD-25PFFS-SL8001?qs=Wmhir8UuqEnLfGpPY%252Bm31Q%3D%3D;False;RoHS Compliant;;0;0
5 In Stock;https://www.mouser.com/datasheet/2/411/P142000MINI-584787.pdf;HDMI, Displayport & DVI Connectors Tripp Lite HDMI to Mini HDMI Adapter Converter Compact Full 1080p F/M Black;0;https://www.mouser.com/images/tripplite/images/P142000MINI-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P142-000-MINI;1;1;545-P142-000-MINI;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P142-000-MINI?qs=MSfYutXBcyvMoXborSoGQA%3D%3D;False;RoHS Compliant;;0;5
22 In Stock;https://www.mouser.com/datasheet/2/411/P12006NACT-606921.pdf;HDMI, Displayport & DVI Connectors Tripp Lite DVI-D to VGA Active Adapter Converter Cable 6" 6 Inch 1920x1200;0;https://www.mouser.com/images/tripplite/images/P12006NACT-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P120-06N-ACT;1;1;545-P120-06N-ACT;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P120-06N-ACT?qs=yQScnJJ3KDvy37rOMq3gug%3D%3D;False;RoHS Compliant;;0;22
9 In Stock;https://www.mouser.com/datasheet/2/411/P13106N-584777.pdf;HDMI, Displayport & DVI Connectors Tripp Lite HDMI to VGA Video Adapter Converter w/ Audio 1080p 6in 6";0;https://www.mouser.com/images/tripplite/images/P13106N-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P131-06N;1;1;545-P131-06N;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P131-06N?qs=99%2FIErEXPCsc58JO0SfMFA%3D%3D;False;RoHS Compliant;;0;9
8 In Stock;https://www.mouser.com/datasheet/2/411/trlt_s_a0006074100_1-2283520.pdf;HDMI, Displayport & DVI Connectors DVI-D MALE TO HDMI-FEMALE ADAPTER;0;https://www.mouser.com/images/tripplite/images/P130-000-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P130-000;1;1;545-P130-000;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P130-000?qs=BSzzSR2h%252BmwpximkhC4kKw%3D%3D;False;RoHS Compliant;;0;8
17 In Stock;https://www.mouser.com/datasheet/2/411/P142000UP-584723.pdf;HDMI, Displayport & DVI Connectors Tripp Lite HDMI Right Angle Up Adapter / Coupler Compact 4K (M/F);0;https://www.mouser.com/images/tripplite/images/P142000UP-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P142-000-UP;1;1;545-P142-000-UP;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P142-000-UP?qs=3sBZtWOgbicwtttbM1qepg%3D%3D;False;RoHS Compliant;;0;17
